"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","region","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90"
50,0,491279,0,0,1,-1,1,2,"-0.1","0.0",0,"Micky","0.3",506,FALSE,"Hamstring injury - 50% chance of playing","2024-10-31T03:00:07.863084Z",46,"491279.jpg","3.4","van de Ven","5.9",FALSE,,"d",18,6,27,1015128,1148,1109460,60018,"0.1","5.9","Van de Ven",152,710,0,2,2,8,0,0,0,4,0,0,2,128,"148.0","36.3","36.0","22.1",8,"0.21","0.69","0.90","7.75",148,60,257,77,225,64,224,69,,"",,"",,"",0.03,0,0.09,0.12,0.98,1.01,350,50,332,114,84,19,68,23,1.01,0.25
0,0,536908,0,0,0,0,0,4,"0.0","0.0",0,"Alejo","0.0",507,FALSE,"Loaned to Espanyol","2024-08-10T12:19:41.352153Z",50,"536908.jpg","0.0","Véliz","0.0",FALSE,,"u",18,6,0,0,0,926,3,"0.0","0.0","Veliz",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",657,66,655,65,652,66,658,66,,"",,"",,"",0,0,0,0,0,0,237,52,634,65,657,66,648,74,0,0
,,184254,0,0,0,0,1,1,"1.5","2.5",1,"Guglielmo","2.0",508,FALSE,"",,50,"184254.jpg","2.6","Vicario","3.6",FALSE,,"a",18,6,29,191181,1401,265428,20819,"0.4","5.8","Vicario",106,990,0,0,2,13,0,0,0,1,0,24,0,151,"220.0","0.0","0.0","21.9",11,"0.00","0.00","0.00","13.11",67,16,643,69,639,67,228,16,,"",,"",,"",0,2.18,0,0,1.19,1.18,198,9,160,17,156,23,92,15,1,0.18
100,25,165153,0,0,-3,3,0,3,"0.2","0.3",1,"Timo","0.7",509,FALSE,"","2024-11-07T09:00:08.010655Z",62,"165153.jpg","1.8","Werner","0.2",FALSE,,"a",18,6,14,9478,219,27519,824,"0.1","2.3","Werner",80,264,0,1,1,4,0,0,0,0,0,0,0,41,"45.8","47.2","91.0","17.9",2,"1.02","0.22","1.24","3.80",306,144,233,142,122,79,251,123,,"",,"",,"",0.35,0,0.08,0.43,1.3,1.36,66,43,307,152,264,118,395,140,0.68,0.34
,,175941,0,0,0,0,0,1,"-0.5","0.5",0,"Alfie","0.0",510,FALSE,"",,40,"175941.jpg","0.0","Whiteman","1.4",FALSE,,"a",18,6,0,45317,314,49506,1858,"0.0","0.0","Whiteman",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",464,41,449,23,410,14,467,41,,"",,"",,"",0,0,0,0,0,0,600,51,381,33,470,41,175,25,0,0
100,100,552427,0,0,0,0,0,4,"-0.5","0.5",0,"Will","0.0",609,FALSE,"","2024-09-13T15:00:07.321230Z",45,"552427.jpg","0.0","Lankshear","1.6",FALSE,,"a",18,6,0,301590,6707,198016,9077,"0.0","0.0","Lankshear",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",611,51,610,51,592,51,614,51,,"",,"",,"",0,0,0,0,0,0,457,71,565,49,617,53,159,32,0,0
75,25,499721,0,0,0,0,0,3,"0.1","0.3",0,"Mikey","0.7",610,FALSE,"Illness - 75% chance of playing","2024-11-07T09:00:08.150966Z",45,"499721.jpg","1.2","Moore","0.3",FALSE,,"d",18,6,5,42601,136,34479,2514,"0.2","1.1","Moore",241,82,0,0,0,1,0,0,0,0,0,0,0,12,"1.8","2.5","7.0","1.0",1,"0.04","0.03","0.07","0.94",437,216,385,207,331,180,424,211,,"",,"",,"",0.04,0,0.03,0.07,1.03,1.1,434,264,283,133,329,159,310,103,1.1,0
0,0,550839,0,0,-2,2,0,3,"0.0","0.0",0,"Wilson","0.0",612,FALSE,"Hamstring injury - Unknown return date","2024-10-30T12:00:07.631102Z",53,"550839.jpg","2.0","Odobert","0.0",FALSE,,"i",18,6,6,6206,25,7586,59,"0.0","1.1","Odobert",73,160,0,0,1,1,0,0,0,0,0,0,0,12,"10.0","40.5","42.0","9.2",2,"0.42","0.08","0.50","1.63",388,188,249,148,212,121,317,157,,"",,"",,"",0.24,0,0.04,0.28,0.92,0.56,159,95,645,288,231,102,578,241,1.12,0.56
,,214590,0,0,-1,1,0,2,"3.0","3.0",6,"Aaron","3.0",388,FALSE,"",,44,"214590.jpg","1.8","Wan-Bissaka","1.6",FALSE,,"a",19,21,18,91310,3133,139809,3823,"0.7","4.1","Wan-Bissaka",241,814,0,0,1,17,0,0,0,0,0,0,0,89,"162.2","132.8","39.0","33.3",9,"0.07","0.62","0.69","15.57",125,52,97,21,217,58,139,36,,"",,"",,"",0.01,0,0.07,0.08,1.72,1.88,498,102,83,25,255,83,158,58,1,0.11
100,0,213999,0,0,0,0,0,3,"0.0","0.0",0,"Edson","0.0",511,FALSE,"","2024-11-02T18:30:08.251411Z",50,"213999.jpg","0.8","Álvarez Velázquez","0.1",FALSE,,"a",19,21,6,9834,309,13143,364,"0.0","1.2","Álvarez",139,407,0,0,0,10,0,0,0,2,1,0,0,44,"54.0","58.7","12.0","12.4",5,"0.06","0.28","0.34","8.81",291,136,204,126,305,169,288,141,,"",,"",,"",0.01,0,0.06,0.07,1.95,2.21,206,129,619,270,432,216,426,154,1.11,0
,,57531,0,0,-1,1,1,4,"1.7","1.7",2,"Michail","1.7",512,FALSE,"",,54,"57531.jpg","3.4","Antonio","2.4",FALSE,,"a",19,21,37,350872,3839,276025,25989,"0.3","6.9","Antonio",107,668,1,4,3,12,0,0,0,1,0,0,3,106,"70.0","120.6","172.0","35.5",9,"1.93","0.85","2.78","12.27",263,26,114,8,55,20,127,19,,"",,"",,"",0.26,0,0.11,0.37,1.65,1.62,127,37,190,29,86,18,120,22,1.21,0.4
100,100,84182,-1,1,-2,2,0,1,"0.0","0.0",0,"Alphonse","0.0",513,FALSE,"","2024-09-01T00:30:06.144103Z",43,"84182.jpg","1.9","Areola","5.6",FALSE,,"a",19,21,15,215736,1201,566046,26254,"0.0","3.5","Areola",73,675,0,0,1,14,1,0,0,0,0,20,0,56,"159.6","0.0","0.0","16.0",8,"0.00","0.00","0.00","11.76",128,17,514,50,482,41,263,19,,"",,"",,"",0,2.67,0,0,1.57,1.87,536,33,453,60,237,28,69,13,1.07,0.13
,,178186,0,0,0,0,1,3,"4.0","4.0",3,"Jarrod","4.0",514,FALSE,"",,75,"178186.jpg","4.5","Bowen","6.5",FALSE,,"a",19,21,50,622046,10414,692956,56588,"0.5","6.7","Bowen",241,967,3,3,2,18,0,0,0,0,0,0,2,197,"273.8","332.1","300.0","90.5",11,"2.02","2.57","4.59","17.96",27,6,12,10,18,8,7,5,2,"",,"",4,"",0.19,0,0.24,0.43,1.67,1.68,18,12,57,22,33,15,66,19,1.02,0.19
,,164555,0,0,-2,2,0,2,"0.0","0.0",0,"Vladimír","0.0",516,FALSE,"",,43,"164555.jpg","1.8","Coufal","0.5",FALSE,,"a",19,21,9,22184,166,58192,1468,"0.0","2.1","Coufal",57,221,0,0,1,3,0,0,0,1,0,0,0,15,"19.2","18.8","1.0","3.5",2,"0.02","0.11","0.13","4.25",354,125,303,95,382,128,374,124,,"",,"",,"",0.01,0,0.04,0.05,1.73,1.22,547,129,460,184,252,80,257,94,0.81,0.41
100,100,55459,0,0,0,0,0,2,"0.0","0.0",0,"Aaron","0.0",517,FALSE,"","2024-08-30T04:00:05.718151Z",40,"55459.jpg","0.8","Cresswell","1.6",FALSE,,"a",19,21,3,76862,837,155066,3601,"0.0","0.8","Cresswell",241,26,0,0,0,0,0,0,0,1,0,0,0,9,"4.8","11.8","1.0","1.8",0,"0.03","0.01","0.04","0.94",415,143,329,104,381,127,407,135,,"",2,"",,"",0.1,0,0.03,0.13,3.25,0,585,158,370,129,422,139,162,61,0,0
0,0,490885,0,0,0,0,0,3,"0.0","0.0",0,"George","0.0",519,FALSE,"Loaned to Bristol City","2024-08-16T11:57:26.531525Z",45,"490885.jpg","0.0","Earthy","0.0",FALSE,,"u",19,21,0,0,0,7085,62,"0.0","0.0","Earthy",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",586,247,585,252,566,242,589,250,,"",,"",,"",0,0,0,0,0,0,423,253,536,207,592,253,558,228,0,0
100,100,109533,0,0,-1,1,0,2,"2.7","2.7",6,"Emerson","2.7",520,FALSE,"","2024-09-14T18:00:06.450752Z",44,"109533.jpg","1.7","Palmieri dos Santos","0.5",FALSE,,"a",19,21,19,32008,673,50693,1483,"0.6","4.3","Emerson",106,851,0,0,2,18,0,0,0,3,0,0,0,71,"140.6","154.9","59.0","35.3",11,"0.97","1.27","2.24","15.56",159,63,72,16,175,37,128,31,3,"",,"",,"",0.1,0,0.13,0.23,1.65,1.9,486,93,114,36,268,89,250,92,1.16,0.21
,,37096,0,0,0,0,0,1,"4.7","4.7",9,"Łukasz","4.7",521,FALSE,"",,40,"37096.jpg","3.8","Fabiański","18.3",FALSE,,"a",19,21,15,1125328,65889,504249,11443,"1.2","3.8","Fabianski",172,315,0,0,1,5,0,0,0,0,0,13,2,46,"103.6","0.0","0.0","10.3",3,"0.00","0.00","0.00","6.69",207,23,437,15,397,6,308,23,,"",,"",,"",0,3.71,0,0,1.91,1.43,583,43,26,2,57,9,19,2,0.86,0.29
,,82143,0,0,-1,1,0,1,"0.0","0.0",0,"Wes","0.0",522,FALSE,"",,44,"82143.jpg","0.0","Foderingham","0.1",FALSE,,"a",19,21,0,3888,196,10025,322,"0.0","0.0","Foderingham",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",536,68,526,55,500,47,539,68,,"",,"",,"",0,0,0,0,0,0,480,21,473,65,542,68,413,59,0,0
,,84939,0,0,0,0,0,4,"3.0","3.0",1,"Danny","3.0",523,FALSE,"",,50,"84939.jpg","3.8","Ings","1.9",FALSE,,"a",19,21,19,326124,4756,260075,12563,"0.6","3.8","Ings",241,70,1,2,0,1,0,0,0,0,0,0,4,68,"63.0","13.9","80.0","15.8",0,"1.00","0.01","1.01","0.90",276,27,322,35,136,29,266,31,,"",,"",,"",1.29,0,0.01,1.3,1.16,1.29,187,45,88,18,59,17,142,26,0,0
,,214048,0,0,0,0,1,2,"3.0","3.0",6,"Max","3.0",524,FALSE,"",,45,"214048.jpg","2.5","Kilman","2.1",FALSE,,"a",19,21,27,312754,1082,227273,6127,"0.7","6.0","Kilman",241,990,0,1,2,19,0,0,0,3,0,0,3,114,"252.0","71.5","26.0","35.0",11,"0.65","0.14","0.79","18.45",41,13,171,41,246,71,129,32,,"",,"",,"",0.06,0,0.01,0.07,1.68,1.73,376,65,84,26,165,48,138,49,1,0.18
0,0,460842,0,0,-3,3,0,3,"0.0","0.0",0,"Mohammed","0.0",525,FALSE,"Suspended until 03 Dec","2024-10-19T16:00:07.402004Z",62,"460842.jpg","2.9","Kudus","2.4",FALSE,,"s",19,21,23,197171,173,815988,10669,"0.0","3.7","Kudus",81,662,2,0,1,15,0,0,0,0,1,0,0,101,"140.8","105.3","282.0","52.8",8,"2.83","0.86","3.69","12.75",158,59,131,94,20,9,56,36,,"",,"",,"",0.38,0,0.12,0.5,1.73,2.04,71,47,662,298,134,56,121,38,1.09,0.14
,,577114,0,0,-3,3,0,3,"0.3","0.3",1,"Luis Guilherme","0.3",526,FALSE,"",,47,"577114.jpg","1.0","Lira dos Santos","0.0",FALSE,,"a",19,21,2,1510,60,3445,74,"0.1","0.4","L.Guilherme",30,11,0,0,0,0,0,0,0,0,0,0,0,7,"0.0","0.4","2.0","0.2",0,"0.00","0.00","0.00","0.13",628,281,410,218,376,206,446,222,,"",,"",,"",0,0,0,0,1.06,0,346,226,334,160,389,190,573,236,0,0
,,224024,0,0,-2,2,0,3,"1.3","1.3",3,"Lucas","1.3",527,FALSE,"",,58,"224024.jpg","2.6","Tolentino Coelho de Lima","1.4",FALSE,,"a",19,21,29,185166,1716,251432,7233,"0.2","5.0","L.Paquetá",30,811,2,0,2,16,0,0,0,4,0,0,1,114,"151.4","198.5","116.0","46.2",10,"2.15","0.98","3.13","15.50",143,51,46,39,95,60,74,44,,"",1,"",1,"",0.24,0,0.11,0.35,1.72,1.78,91,57,226,108,160,68,176,53,1.11,0.22
,,233963,0,0,0,0,0,2,"0.3","0.3",0,"Konstantinos","0.3",528,FALSE,"",,45,"233963.jpg","1.8","Mavropanos","0.2",FALSE,,"a",19,21,16,14852,90,15953,705,"0.1","3.6","Mavropanos",83,650,0,0,1,12,0,0,0,1,0,0,2,74,"173.4","10.5","36.0","22.1",7,"0.24","0.29","0.53","13.97",113,44,340,108,224,63,223,68,,"",,"",,"",0.03,0,0.04,0.07,1.93,1.66,384,71,324,111,256,84,391,141,0.97,0.14
0,0,210494,0,0,-1,1,0,2,"0.0","0.0",0,"Nayef","0.0",529,FALSE,"On loan to Real Sociedad for the season","2024-09-01T09:10:50.538029Z",44,"210494.jpg","0.0","Aguerd","0.0",FALSE,,"u",19,21,0,1368,0,12660,55,"0.0","0.0","N.Aguerd",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",539,207,532,206,506,200,542,207,,"",,"",,"",0,0,0,0,0,0,497,101,483,199,545,205,516,185,0,0
,,215439,-1,1,-1,1,0,3,"1.3","1.3",3,"Tomáš","1.3",530,FALSE,"",,49,"215439.jpg","3.2","Souček","2.1",FALSE,,"a",19,21,32,306519,1265,335434,12671,"0.3","6.5","Souček",57,652,2,1,2,12,0,0,0,3,0,0,4,112,"159.2","116.7","166.0","44.0",7,"2.13","0.66","2.79","10.42",130,44,118,87,61,37,84,51,,"",,"",,"",0.29,0,0.09,0.38,1.44,1.66,266,174,210,95,100,41,133,42,0.97,0.28
0,0,103192,0,0,-1,1,0,2,"0.0","0.0",0,"Kurt","0.0",532,FALSE,"On loan to Al-Orobah for the rest of the season","2024-09-02T10:44:47.323774Z",44,"103192.jpg","0.0","Zouma","0.2",FALSE,,"u",19,21,0,5376,0,47650,320,"0.0","0.0","Zouma",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",537,205,527,204,502,198,540,205,,"",,"",,"",0,0,0,0,0,0,483,91,476,195,543,203,392,142,0,0
,,229384,0,0,-2,2,0,3,"0.3","0.3",0,"Andy","0.3",576,FALSE,"",,48,"229384.jpg","0.7","Irving","0.0",FALSE,,"a",19,21,2,943,36,2033,67,"0.1","0.4","Irving",243,30,0,0,0,0,0,0,0,1,0,0,0,10,"12.6","2.9","7.0","2.3",0,"0.04","0.00","0.04","1.19",379,181,382,206,333,182,395,198,,"",,"",,"",0.12,0,0,0.12,3.57,0,312,207,338,162,435,218,579,242,0,0
,,450070,0,0,-3,3,0,3,"3.7","3.7",3,"Crysencio","3.7",587,FALSE,"",,57,"450070.jpg","1.8","Summerville","0.5",FALSE,,"a",19,21,18,38694,1308,93850,2873,"0.6","3.2","Summerville",152,341,1,0,1,6,0,0,0,1,0,0,2,66,"90.8","111.8","90.0","29.2",3,"0.92","0.59","1.51","6.20",226,96,123,90,123,80,176,96,,"",,"",,"",0.24,0,0.16,0.4,1.64,1.58,99,62,64,24,262,116,260,84,0.79,0.26
,,197024,0,0,-1,1,0,3,"1.7","1.7",3,"Guido","1.7",588,FALSE,"",,49,"197024.jpg","1.7","Rodríguez","0.1",FALSE,,"a",19,21,19,5390,91,7549,252,"0.3","3.9","G.Rodríguez",10,799,0,0,2,16,0,0,0,3,0,0,0,118,"130.2","32.8","16.0","18.0",11,"0.08","0.11","0.19","15.31",171,63,264,156,290,159,249,122,,"",,"",,"",0.01,0,0.01,0.02,1.72,1.8,261,169,183,84,273,123,467,172,1.24,0.23
0,0,91889,0,0,-3,3,0,4,"0.0","0.0",0,"Niclas","0.0",589,FALSE,"Achilles injury - Unknown return date","2024-09-11T12:30:07.323344Z",67,"91889.jpg","1.0","Füllkrug","0.9",FALSE,,"i",19,21,3,49421,41,382812,1511,"0.0","0.4","Füllkrug",80,63,0,0,0,2,0,0,0,0,0,0,0,3,"2.6","2.5","29.0","3.5",0,"0.25","0.09","0.34","1.59",434,43,386,41,241,38,375,40,,"",,"",,"",0.36,0,0.13,0.49,2.27,2.86,37,17,671,72,418,42,215,38,0,0
,,462116,0,0,-2,2,0,2,"2.7","2.7",6,"Jean-Clair","2.7",591,FALSE,"",,43,"462116.jpg","1.8","Todibo","0.3",FALSE,,"a",19,21,14,11398,872,30907,549,"0.6","3.3","Todibo",73,502,0,0,1,10,0,0,0,0,0,0,0,64,"112.0","23.7","14.0","15.0",5,"0.10","0.02","0.12","6.95",195,77,286,88,297,95,270,90,,"",,"",,"",0.02,0,0,0.02,1.25,1.79,562,142,112,34,253,81,311,115,0.9,0.18
,,518438,0,0,0,0,0,2,"0.0","0.0",0,"Kaelan","0.0",643,FALSE,"",,40,"518438.jpg","0.0","Casey","0.2",FALSE,,"a",19,21,0,24512,178,12982,586,"0.0","0.0","Casey",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",508,184,494,183,458,168,511,184,,"",,"",,"",0,0,0,0,0,0,654,200,429,161,513,181,373,131,0,0
,,224860,0,0,0,0,0,3,"1.0","1.0",1,"Carlos","1.0",654,FALSE,"",,50,"224860.jpg","0.6","Soler","0.0",FALSE,,"a",19,21,5,2505,72,1820,114,"0.2","1.0","C.Soler",200,263,0,0,0,2,0,0,0,3,0,0,0,17,"22.8","46.7","35.0","10.3",1,"0.23","0.11","0.34","4.60",346,164,234,143,228,128,309,154,,"",,"",,"",0.08,0,0.04,0.12,1.57,0.68,210,132,257,120,442,222,600,258,0.34,0
,,536109,0,0,0,0,0,2,"1.2","1.2",0,"Ollie","0.0",677,FALSE,"",,40,"536109.jpg","0.0","Scarles","0.0",FALSE,,"a",19,21,0,99,99,12,12,"0.0","0.0","Scarles",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",509,185,495,184,459,169,512,185,,"",,"",,"",0,0,0,0,0,0,655,201,430,162,514,182,663,221,0,0
100,100,101982,0,0,-1,1,0,1,"0.0","0.5",0,"Sam","0.0",204,FALSE,"","2024-10-20T21:30:06.848774Z",44,"101982.jpg","2.0","Johnstone","0.4",FALSE,,"a",20,39,10,38998,222,47139,1584,"0.0","2.3","Johnstone",241,450,0,0,0,13,0,0,0,0,0,19,0,31,"155.8","10.0","0.0","16.6",5,"0.00","0.00","0.00","10.77",135,19,345,3,501,48,259,18,,"",,"",,"",0,3.8,0,0,2.15,2.6,482,22,475,66,222,26,274,40,1,0
100,100,448514,0,0,2,-2,1,2,"4.3","4.8",6,"Rayan","4.3",533,FALSE,"","2024-09-08T23:00:07.055579Z",47,"448514.jpg","3.3","Aït-Nouri","13.2",FALSE,,"a",20,39,36,1368635,107597,223194,17611,"0.9","7.7","Aït-Nouri",3,924,3,2,1,26,0,0,0,4,0,0,2,78,"256.2","150.3","148.0","55.5",11,"1.21","0.60","1.81","18.29",39,12,77,17,72,5,52,6,,"",,"",,"",0.12,0,0.06,0.18,1.78,2.53,339,45,38,12,91,22,27,11,1.07,0.1
0,0,476502,0,0,-2,2,0,3,"0.0","0.0",0,"Boubacar","0.0",534,FALSE,"Knee injury - Unknown return date","2024-08-30T04:00:05.724805Z",48,"476502.jpg","0.0","Traoré","0.0",FALSE,,"i",20,39,0,1308,17,6032,53,"0.0","0.0","B.Traore",132,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",632,283,629,285,618,280,633,284,,"",,"",,"",0,0,0,0,0,0,323,213,596,253,635,285,577,240,0,0
,,231057,0,0,0,0,0,3,"0.3","0.8",0,"Jean-Ricner","0.3",535,FALSE,"",,50,"231057.jpg","2.2","Bellegarde","0.1",FALSE,,"a",20,39,22,10642,86,9636,527,"0.1","4.4","Bellegarde",73,475,1,1,2,11,0,0,0,2,0,0,0,68,"82.6","85.9","57.0","21.9",6,"0.28","0.45","0.73","8.58",243,106,156,104,181,109,229,115,,"",1,"",,"",0.05,0,0.09,0.14,1.63,2.08,213,135,344,167,202,86,484,180,1.14,0.38
,,79602,0,0,0,0,0,1,"0.0","0.5",0,"Daniel","0.0",536,FALSE,"",,40,"79602.jpg","0.0","Bentley","1.6",FALSE,,"a",20,39,0,49014,442,95227,4387,"0.0","0.0","Bentley",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",455,35,439,17,399,8,458,35,,"",,"",,"",0,0,0,0,0,0,586,45,371,27,460,35,157,24,0,0
0,0,510363,0,0,0,0,0,3,"0.0","0.0",0,"Francisco Jorge","0.0",537,FALSE,"Season long loan to RCD Mallorca","2024-09-01T09:12:21.111329Z",45,"510363.jpg","1.0","Tomás Oliveira","0.1",FALSE,,"u",20,39,1,11572,0,24949,261,"0.0","0.2","Chiquinho",,6,0,0,0,0,0,0,0,0,0,0,0,4,"3.0","14.3","2.0","1.9",0,"0.00","0.05","0.05","0.00",431,213,320,184,372,203,406,202,,"",,"",,"",0,0,0.75,0.75,0,0,437,267,546,217,374,177,448,164,0,0
0,0,497606,0,0,0,0,0,3,"0.0","0.0",0,"Tawanda","0.0",538,FALSE,"Loaened to Derby County","2024-08-27T08:37:28.318365Z",45,"497606.jpg","0.0","Chirewa","0.0",FALSE,,"u",20,39,0,1909,0,7935,68,"0.0","0.0","Chirewa",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",593,254,592,259,573,249,596,257,,"",,"",,"",0,0,0,0,0,0,430,260,543,214,599,260,555,226,0,0
100,100,589507,0,0,0,0,0,4,"0.0","0.5",0,"Leon","0.0",539,FALSE,"","2024-09-10T11:40:34.472554Z",45,"589507.jpg","0.0","Chiwome","2.6",FALSE,,"a",20,39,0,438511,12527,202077,17094,"0.0","0.0","Chiwome",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",622,55,621,55,603,55,625,55,,"",,"",,"",0,0,0,0,0,0,470,75,575,53,627,57,116,19,0,0
,,245923,0,0,0,0,0,3,"0.0","0.5",0,"Luke","0.0",540,FALSE,"",,45,"245923.jpg","0.0","Cundle","0.2",FALSE,,"a",20,39,0,30186,356,25819,840,"0.0","0.0","Cundle",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",568,234,566,239,545,229,571,237,,"",,"",,"",0,0,0,0,0,0,390,236,516,192,574,240,342,118,0,0
,,430871,1,-1,3,-3,1,4,"9.0","9.5",12,"Matheus","9.0",541,FALSE,"",,68,"430871.jpg","5.4","Santos Carneiro Da Cunha","10.4",FALSE,,"a",20,39,59,1172473,208249,326127,21791,"1.3","8.7","Cunha",30,885,5,2,1,24,0,0,0,1,0,0,13,286,"307.0","305.1","298.0","91.0",10,"2.36","2.24","4.60","17.56",15,2,16,1,19,11,6,2,2,"",3,"",3,"",0.24,0,0.23,0.47,1.79,2.44,36,16,3,1,15,7,41,9,1.02,0.1
,,60232,0,0,-1,1,0,2,"4.0","4.5",7,"Craig","4.0",542,FALSE,"",,44,"60232.jpg","1.8","Dawson","0.2",FALSE,,"a",20,39,18,14103,1884,14781,1125,"0.9","4.1","Dawson",241,749,0,1,1,18,0,0,0,1,0,0,1,67,"191.8","29.1","49.0","27.0",8,"0.46","0.07","0.53","14.65",91,31,273,83,199,49,191,54,,"",,"",,"",0.06,0,0.01,0.07,1.76,2.16,478,88,47,13,254,82,361,128,0.96,0.12
,,87835,0,0,-2,2,0,2,"0.3","0.8",1,"Matt","0.3",543,FALSE,"",,43,"87835.jpg","0.6","Doherty","0.2",FALSE,,"a",20,39,3,4475,155,13058,289,"0.1","0.7","Doherty",104,209,0,0,0,9,0,0,0,0,0,0,0,5,"40.8","16.0","15.0","7.2",2,"0.08","0.08","0.16","3.61",317,112,311,98,291,92,330,108,,"",,"",,"",0.03,0,0.03,0.06,1.55,3.88,537,121,316,104,441,146,403,147,0.86,0
,,220394,0,0,-2,2,0,3,"2.3","2.8",0,"Tommy","2.3",544,FALSE,"",,48,"220394.jpg","1.6","Doyle","0.1",FALSE,,"a",20,39,13,3527,177,3896,348,"0.5","2.7","Doyle",241,261,0,1,0,7,0,0,0,0,0,0,0,59,"52.6","40.2","14.0","10.7",2,"0.28","0.11","0.39","5.94",294,138,250,149,299,163,302,149,,"",,"",,"",0.1,0,0.04,0.14,2.05,2.41,308,205,136,55,288,132,509,196,0.69,0
0,0,449988,0,0,0,0,0,4,"0.0","0.0",0,"Fábio","0.0",545,FALSE,"Season long loan to Las Palmas","2024-08-30T20:53:22.805927Z",50,"449988.jpg","0.0","Silva","0.1",FALSE,,"u",20,39,0,7594,0,32166,206,"0.0","0.0","Fábio Silva",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",650,63,648,62,645,63,651,63,,"",,"",,"",0,0,0,0,0,0,223,48,627,62,651,64,435,60,0,0
0,0,531363,0,0,0,0,0,4,"0.0","0.0",0,"Nathan","0.0",546,FALSE,"Loaned to Zulte Waregem","2024-08-26T10:19:49.301076Z",45,"531363.jpg","0.0","Fraser","1.8",FALSE,,"u",20,39,0,86763,0,452427,7048,"0.0","0.0","Fraser",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",601,50,600,50,582,50,604,50,,"",,"",,"",0,0,0,0,0,0,446,70,554,48,607,52,144,27,0,0
0,0,593001,-1,1,-1,1,0,3,"0.0","0.0",0,"Enso","0.0",547,FALSE,"Knee injury - Unknown return date","2024-08-05T15:00:04.514369Z",44,"593001.jpg","0.0","González","0.0",FALSE,,"i",20,39,0,3518,423,4239,153,"0.0","0.0","Gonzalez",168,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",551,227,548,232,524,221,554,230,,"",,"",,"",0,0,0,0,0,0,529,308,498,185,557,233,565,231,0,0
